date,price
2024-12-10,295.666840
2024-12-11,298.046875
2024-12-12,296.348297
2024-12-13,296.200104
2024-12-16,297.404938
2024-12-17,295.933502
2024-12-18,286.778748
2024-12-19,286.373871
2024-12-20,289.632812
2024-12-23,291.278442
2024-12-24,294.369537
2024-12-26,294.537994
2024-12-27,291.347809
2024-12-30,288.127899
2024-12-31,287.127258
2025-01-02,286.582336
2025-01-03,290.347137
2025-01-06,291.971985
2025-01-07,288.712433
2025-01-08,288.979889
2025-01-10,284.640442
2025-01-13,285.106110
2025-01-14,285.750092
2025-01-15,290.991119
2025-01-16,290.773163
2025-01-17,293.458069
2025-01-21,296.370880
2025-01-22,297.817322
2025-01-23,299.382721
2025-01-24,298.510834
2025-01-27,294.349762
2025-01-28,296.876129
2025-01-29,295.607971
2025-01-30,297.460663
2025-01-31,295.835876
2025-02-03,293.676056
2025-02-04,295.806152
2025-02-05,297.173370
2025-02-06,297.906525
2025-02-07,295.241425
2025-02-10,297.133728
2025-02-11,296.975189
2025-02-12,295.994385
2025-02-13,299.085480
2025-02-14,299.045868
2025-02-18,299.888000
2025-02-19,300.314026
2025-02-20,298.699127
2025-02-21,293.180664
2025-02-24,291.684662
2025-02-25,290.238159
2025-02-26,290.337219
2025-02-27,285.839264
2025-02-28,290.248047
2025-03-03,285.046661
2025-03-04,281.489899
2025-03-05,284.690002
2025-03-06,279.399445
2025-03-07,280.717102
2025-03-10,273.068573
2025-03-11,271.156464
2025-03-12,272.493958
2025-03-13,268.669678
2025-03-14,274.425903
2025-03-17,276.694702
2025-03-18,273.712555
2025-03-19,276.823486
2025-03-20,276.159698
2025-03-21,276.268707
2025-03-24,281.380951
2025-03-25,281.856445
2025-03-26,278.557312
2025-03-27,277.379120
2025-03-28,271.851227
2025-03-31,273.253082
2025-04-01,274.177704
2025-04-02,276.345154
2025-04-03,262.435913
2025-04-04,247.035355
2025-04-07,246.230042
2025-04-08,242.342621
2025-04-09,266.929840
2025-04-10,255.943604
2025-04-11,260.228729
2025-04-14,262.624817
2025-04-15,262.167480
2025-04-16,256.719116
2025-04-17,257.255981
2025-04-21,251.141525
2025-04-22,257.534393
2025-04-23,261.918945
2025-04-24,267.436859
2025-04-25,269.077362
2025-04-28,269.465088
2025-04-29,271.085693
2025-04-30,271.244751
2025-05-01,272.934937
2025-05-02,277.190247
2025-05-05,275.619354
2025-05-06,273.382324
2025-05-07,274.515747
2025-05-08,276.673248
2025-05-09,276.365021
2025-05-12,285.611328
2025-05-13,287.550079
2025-05-14,287.738983
2025-05-15,288.912170
2025-05-16,290.890656
2025-05-19,291.119354
2025-05-20,290.164886
2025-05-21,285.114227
2025-05-22,285.064484
2025-05-23,283.394226
2025-05-27,289.220367
2025-05-28,287.520264
2025-05-29,288.444855
2025-05-30,288.206268
2025-06-02,289.677704
2025-06-03,291.676117
2025-06-04,291.646271
2025-06-05,290.035645
2025-06-06,293.416016
2025-06-09,293.654602
2025-06-10,295.205627
2025-06-11,294.420166
2025-06-12,295.364685
2025-06-13,291.874969
2025-06-16,294.758209
2025-06-17,292.302460
2025-06-18,292.411835
2025-06-20,291.735779
2025-06-23,294.539459
2025-06-24,297.979492
2025-06-25,297.631531
2025-06-26,300.196625
2025-06-27,301.558716
2025-06-30,303.087463
2025-07-01,303.087463
2025-07-02,304.663086
2025-07-03,307.176086
2025-07-07,304.752838
2025-07-08,304.732880
2025-07-09,306.647552
2025-07-10,307.465302
2025-07-11,306.168884
2025-07-14,306.866943
2025-07-15,305.251465
2025-07-16,306.408234
2025-07-17,308.402679
2025-07-18,308.233154
2025-07-21,308.582184
2025-07-22,308.941162
2025-07-23,311.543945
2025-07-24,311.434235
2025-07-25,312.820404
2025-07-28,312.730652
2025-07-29,311.743378
2025-07-30,311.384399
2025-07-31,310.028168
2025-08-01,304.892426
2025-08-04,309.669159
2025-08-05,308.302979
2025-08-06,310.387177
2025-08-07,310.207672
2025-08-08,312.162231
2025-08-11,311.444214
2025-08-12,315.253632
2025-08-13,316.779388
2025-08-14,316.310699
2025-08-15,315.592712
2025-08-18,315.712372
2025-08-19,313.797699
2025-08-20,312.969971
2025-08-21,311.893005
2025-08-22,317.297943
2025-08-25,315.772186
2025-08-26,317.208191
2025-08-27,318.055847
2025-08-28,319.212646
2025-08-29,317.317902
2025-09-02,315.114014
2025-09-03,316.450287
2025-09-04,319.252533
2025-09-05,318.664154
2025-09-08,319.681335
2025-09-09,320.090210
2025-09-10,320.907898
2025-09-11,323.879669
2025-09-12,323.410950
2025-09-15,324.986603
2025-09-16,324.547821
2025-09-17,324.258606
2025-09-18,326.302917
2025-09-19,327.529510
2025-09-22,328.945557
2025-09-23,327.180481
2025-09-24,325.983826
2025-09-25,324.238678
2025-09-26,326.273010
2025-09-29,327.100006
2025-09-30,328.170013
2025-10-01,329.309998
2025-10-02,329.790009
2025-10-03,329.970001
2025-10-06,331.209991
2025-10-07,329.619995
2025-10-08,331.809998
2025-10-09,330.660004
2025-10-10,321.799988
2025-10-13,326.929993
2025-10-14,326.829987
2025-10-15,328.380005
2025-10-16,325.769989
2025-10-17,327.299988
2025-10-20,330.950012
2025-10-21,330.910004
2025-10-22,328.899994
2025-10-23,331.010010
2025-10-24,333.709991
2025-10-27,337.429993
2025-10-28,337.950012
2025-10-29,337.709991
2025-10-30,334.079987
2025-10-31,335.420013
2025-11-03,335.799988
2025-11-04,331.739990
2025-11-05,333.160004
2025-11-06,329.369995
2025-11-07,330.089996
2025-11-10,334.920013
2025-11-11,335.739990
2025-11-12,335.859985
2025-11-13,329.910004
2025-11-14,329.859985
2025-11-17,326.429993
2025-11-18,324.220001
2025-11-19,325.279999
2025-11-20,320.100006
